                                                 INSTNM    OPEID  REGION  SAT_AVG_ALL  PCTPELL  PCTFLOAN  ADM_RATE_ALL       UG  AVGFACSAL   COMPL_RPY_5YR_RT           DEBT_MDN  MEDIAN_HH_INC  \
956             Shippensburg University of Pennsylvania   332600       2        979.0    0.313     0.713         0.891   5990.0     9986.0        0.906307978              16130       63560.54   
957            Slippery Rock University of Pennsylvania   332700       2        999.0    0.323     0.724         0.684   6294.0     9348.0        0.846525097              19500       54113.09   
958                                  Swarthmore College   337000       2       1431.0    0.154     0.226         0.125   1428.0    12458.0  PrivacySuppressed              18000       78121.47   
959                                       Thiel College   337600       2        923.0    0.409     0.816         0.615    994.0     6402.0               0.84              26000       54604.75   
960                          University of Valley Forge   330600       2        945.0    0.441     0.687         0.945    618.0     6095.0        0.873417722              19000       63922.06   
961                                Villanova University   338800       2       1326.0    0.115     0.411         0.479   7083.0    10688.0         0.94949495              24827       90091.77   
962                               Waynesburg University   339100       2       1019.0    0.341     0.866         0.856   1379.0     6722.0        0.860194175              21500       52961.26   
963             West Chester University of Pennsylvania   332800       2       1072.0    0.254     0.635         0.587  10324.0     9054.0        0.909210526              19500       74655.83   
964                                 Westminster College   339200       2       1028.0    0.323     0.751         0.940   1470.0     6612.0        0.916666667            25373.5       56138.86   
965                                  Widener University   331300       2       1032.0    0.255     0.675         0.680   3355.0     7755.0        0.842937853              21500       69397.52   
966                                   Wilkes University   339400       2       1053.0    0.360     0.761         0.817   1762.0     8800.0        0.906584992              20440       56456.55   
967                                      Wilson College   339600       2        941.0    0.354     0.671         0.452    764.0     6677.0         0.87755102            16270.5       58672.07   
968                           York College Pennsylvania   339900       2       1054.0    0.261     0.674         0.430   5073.0     8760.0        0.904098995              21000       73378.65   
969                                    Brown University   340100       1       1457.0    0.160     0.235         0.095   6029.0    14356.0         0.91689008            14232.5       79027.35   
970                                Rhode Island College   340700       1        913.0    0.430     0.580         0.716   6917.0     7435.0        0.810157195              14000       61569.63   
971                          University of Rhode Island   341400       1       1077.0    0.269     0.702         0.736  10647.0     9897.0        0.843283582              18961       72503.80   
972                       Rhode Island School of Design   340900       1       1273.0    0.162     0.382         0.372   1829.0     7873.0        0.908496732              26983       80568.35   
973                                 Anderson University   341800       5       1078.0    0.308     0.583         0.549   1398.0     6115.0        0.762345679              18420       56100.72   
974                      Charleston Southern University   341900       5       1030.0    0.494     0.905         0.602   2315.0     5555.0        0.727722772              15000       57179.15   
975                               College of Charleston   342800       5       1141.0    0.226     0.412         0.771   9750.0     8285.0        0.740808824              15750       66962.70   
976          Citadel Military College of South Carolina   342300       5       1073.0    0.256     0.504         0.765   1995.0     8347.0        0.888372093              18750       66736.53   
977                                  Claflin University   342400       5        815.0    0.751     0.835         0.413   1130.0     6410.0        0.413333333              23160       45792.28   
978                                  Clemson University   342500       5       1275.0    0.183     0.429         0.513  14066.0    10165.0         0.89319293            19295.5       64586.36   
979                                       Coker College   342700       5        960.0    0.546     0.809         0.497   1002.0     5688.0        0.589665654              17175       49143.33   
980                   Columbia International University   342900       5       1045.0    0.473     0.505         0.340    644.0     4490.0        0.889908257              14746       64434.93   
981                                    Columbia College   343000       5        971.0    0.528     0.728         0.891   1206.0     6497.0         0.64516129            15729.5       56463.66   
982                                    Converse College   343100       5       1040.0    0.440     0.769         0.578    623.0     4747.0        0.741935484              14000       57113.24   
983                                     Erskine College   343200       5        993.0    0.426     0.655         0.643    502.0     5568.0        0.822580645            12007.5       57374.47   
984                           Francis Marion University   922600       5        927.0    0.568     0.786         0.589   2793.0     7342.0        0.649606299              18500       49042.79   
985                                   Lander University   343500       5        922.0    0.487     0.674         0.620   2436.0     6131.0        0.688804554              15105       52256.85   
986                                   Limestone College   343600       5        902.0    0.531     0.725         0.463   1967.0     5276.0        0.567944251              14250       53494.10   
987                                    Newberry College   344000       5        958.0    0.498     0.774         0.561    724.0     5337.0        0.717277487              15750       57421.47   
988                         North Greenville University   344100       5       1116.0    0.388     0.512         0.580   1279.0     5704.0         0.75074184              10194       55701.04   
989                                Presbyterian College   344500       5       1082.0    0.239     0.475         0.623   1148.0     7637.0              0.945              19500       62666.83   
990                  University of South Carolina-Aiken   344900       5        976.0    0.408     0.599         0.572   3148.0     6633.0        0.722319859              14500       53123.12   
991               University of South Carolina-Beaufort   345000       5        927.0    0.436     0.620         0.627   1175.0     6554.0        0.714285714            10294.5       60345.78   
992               University of South Carolina-Columbia   344800       5       1199.0    0.225     0.481         0.647  15266.0    10000.0        0.804035379              19250       62188.24   
993                         Coastal Carolina University   345100       5       1009.0    0.377     0.677         0.597   4405.0     6885.0        0.767942584              13750       64299.08   
994                     South Carolina State University   344600       5        760.0    0.745     0.800         0.949   3639.0     6949.0        0.471153846              20000       48129.81   
995                University of South Carolina-Upstate   695100       5        950.0    0.480     0.668         0.560   3585.0     6269.0        0.705882353              14584       54689.19   
996                                 Winthrop University   345600       5       1044.0    0.406     0.641         0.671   4649.0     7525.0        0.639329806              20000       58378.35   
997                                     Wofford College   345700       5       1170.0    0.189     0.429         0.718   1087.0     8046.0        0.917073171              20646       61134.14   
998                                Augustana University   345800       4       1164.0    0.198     0.622         0.651   1728.0     6606.0        0.932692308              24250       60196.68   
999                        Black Hills State University   345900       4        988.0    0.311     0.494         0.840   3549.0     7081.0        0.825112108              13000       49477.45   
1000                            Dakota State University   346300       4       1047.0    0.250     0.458         0.812   1631.0     7437.0             0.9375              12000       52093.19   
1001                         Dakota Wesleyan University   346100       4        982.0    0.307     0.712         0.744    676.0     5466.0        0.859296482              19800       47601.81   
1002                                Mount Marty College   346500       4       1030.0    0.210     0.419         0.725   1044.0     6074.0        0.859223301              19116       49528.49   
1003                          Northern State University   346600       4       1024.0    0.204     0.380         0.721   2861.0     7194.0        0.887096774              13362       48289.97   
1004                               Presentation College   346700       4        925.0    0.455     0.771         0.623    468.0     4815.0        0.893203884              14732       47349.48   
1005        South Dakota School of Mines and Technology   347000       4       1200.0    0.266     0.573         0.842   1995.0     9375.0        0.944852941              16750       52423.40   
1006                      South Dakota State University   347100       4       1068.0    0.246     0.586         0.917   7448.0     7884.0        0.941108545              16249       53049.11   
1007                          University of Sioux Falls   346900       4       1046.0    0.319     0.714         0.922   1070.0     6368.0               0.93              14200       57493.05   
1008                         University of South Dakota   347400       4       1049.0    0.263     0.567         0.735   5147.0     7404.0        0.892390469              15951       53799.09   
1009                       Austin Peay State University   347800       5       1011.0    0.525     0.576         0.877   6658.0     6912.0        0.745598592              13250       52472.51   
1010        Baptist Memorial College of Health Sciences  3440300       5       1148.0    0.520     0.856         0.554    432.0     6781.0        0.841911765              25000       61604.19   
1011                                 Belmont University   347900       5       1158.0    0.178     0.601         0.803   2507.0     9063.0        0.869300912              18750       70368.62   
1012                                  Bethel University   348000       5        928.0    0.536     0.664         0.840    776.0     3492.0        0.581632653              18000       50031.89   
1013                               Bryan College-Dayton   353600       5       1016.0    0.352     0.506         0.455    613.0     5595.0  PrivacySuppressed             9850.5       56756.79   
1014                           Carson-Newman University   348100       5       1039.0    0.402     0.640         0.588   1994.0     5645.0        0.848484849              14500       53143.24   
1015                      Christian Brothers University   348200       5       1105.0    0.423     0.640         0.460   1724.0     5902.0        0.724907063              16160       61225.91   
1016                              Cumberland University   348500       5        989.0    0.332     0.618         0.491    935.0     5560.0        0.816326531              18084       59163.95   
1017                                Lipscomb University   348600       5       1176.0    0.246     0.532         0.608   2264.0     7111.0        0.861445783              13000       66979.13   
1018                    East Tennessee State University   348700       5       1068.0    0.423     0.504         0.792   9125.0     6835.0        0.769021739              13693       47640.99   
1019                                    Fisk University   349000       5        937.0    0.573     0.660         0.809    853.0     5768.0        0.554621849              19500       55965.03   
1020                          Freed-Hardeman University   349200       5       1101.0    0.317     0.601         0.918   1438.0     6367.0        0.817663818              19500       53404.21   
1021                                   Hiwassee College   349400       5        947.0    0.508     0.513         0.589    379.0     3191.0  PrivacySuppressed               8875       48143.59   
1022                                 Johnson University   349500       5       1009.0    0.501     0.640         0.504    541.0     5283.0  PrivacySuppressed              14250       60434.23   
1023                                    King University   349600       5       1005.0    0.480     0.700         0.440    600.0     4697.0        0.775720165              18000       48448.00   
1024                                       Lane College   349900       5        758.0    0.925     0.941         0.545    702.0     4960.0        0.248717949              15674       47796.63   
1025                              Le Moyne-Owen College   350100       5        760.0    0.815     0.860         1.000    979.0     4815.0  PrivacySuppressed              14000       43059.02   
1026                                     Lee University   350000       5       1088.0    0.362     0.635         0.855   3236.0     5940.0        0.781355932              18250       59528.63   
1027                        Lincoln Memorial University   350200       5       1055.0    0.493     0.746         0.744    886.0     5978.0        0.773809524              13250       43510.38   
1028                                  Maryville College   350500       5       1052.0    0.458     0.476         0.668    982.0     6559.0         0.87704918              16500       57523.24   
1029                              University of Memphis   350900       5       1029.0    0.474     0.611         0.398  15296.0     8505.0         0.56965828            17858.5       58823.60   
1030                  Middle Tennessee State University   351000       5       1031.0    0.442     0.547         0.726  17247.0     7155.0        0.754847278              14437       60340.43   
1031                                     Rhodes College   351900       5       1306.0    0.137     0.395         0.469   1536.0     8183.0              0.948              23250       73395.81   
1032                      Tennessee Wesleyan University   352500       5       1019.0    0.515     0.674         0.648    795.0     4687.0        0.783783784              14500       48462.92   
1033            The University of Tennessee-Chattanooga   352900       5       1087.0    0.353     0.713         0.792   6993.0     7695.0         0.74122807              12000       55964.16   
1034              The University of Tennessee-Knoxville   353000       5       1214.0    0.294     0.442         0.763  20009.0    10457.0        0.839405421              14000       60752.93   
1035                 The University of Tennessee-Martin   353100       5       1050.0    0.487     0.567         0.696   5472.0     6872.0        0.781368821              15250       48533.54   
1036                 Tennessee Technological University   352300       5       1102.0    0.342     0.435         0.683   6876.0     7726.0        0.789736279            10717.5       49227.15   
1037                       Trevecca Nazarene University   352600       5       1026.0    0.331     0.535         0.725   1021.0     6505.0        0.830687831              13438       59625.44   
1038                                   Tusculum College   352700       5        960.0    0.574     0.736         0.690   1377.0     3891.0        0.691394659            18678.5       49705.55   
1039                                   Union University   352800       5       1163.0    0.273     0.524         0.691   1948.0     7134.0        0.798982188            20412.5       58820.27   
1040                              Vanderbilt University   353500       5       1498.0    0.140     0.136         0.117   5935.0    13419.0        0.921142857              13000       76279.78   
1041                       Abilene Christian University   353700       6       1092.0    0.263     0.516         0.499   4231.0     7739.0        0.861948956            17964.5       67136.19   
1042                            Angelo State University   354100       6        970.0    0.402     0.523         0.767   5773.0     7018.0        0.822485207              11250       49632.36   
1043                                     Austin College   354300       6       1165.0    0.272     0.751         0.541   1196.0     7047.0        0.807073955              22250       74623.54   
1044                                  Baylor University   354500       6       1239.0    0.198     0.476         0.437  11806.0     9264.0        0.880641926            19969.5       73627.32   
1045                         Concordia University-Texas   355700       6        998.0    0.396     0.563         0.821    774.0     6657.0         0.72519084              16000       72128.50   
1046              Texas A & M University-Corpus Christi  1116100       6        963.0    0.403     0.535         0.838   5329.0     7846.0              0.744              12500       54287.80   
1047                          Dallas Baptist University   356000       6       1055.0    0.290     0.622         0.419   3190.0     8306.0         0.72639485              15500       71641.68   
1048                           Dallas Christian College   694100       6        831.0    0.621     0.829         0.509    255.0     4544.0        0.759493671              12368       69721.15   
1049                               University of Dallas   365100       6       1217.0    0.212     0.511         0.640   1200.0     7505.0        0.871244635              19067       75912.69   
1050                      East Texas Baptist University   356400       6        982.0    0.465     0.705         0.553   1402.0     6342.0        0.851190476              12000       56363.11   
1051                     Texas A&M University-Texarkana  3170300       6        995.0    0.487     0.494         0.709    793.0     8469.0         0.64159292               9000       44204.30   
1052                    Texas A & M University-Commerce   356500       6        980.0    0.506     0.591         0.474   4362.0     8124.0        0.602964119              14250       57562.14   
1053                          Hardin-Simmons University   357100       6       1030.0    0.339     0.580         0.600   1910.0     6669.0        0.831753555            18191.5       59593.97   
1054                         Houston Baptist University   357600       6       1060.0    0.473     0.557         0.332   1967.0     6527.0        0.744744745              12000       72476.33   
1055                   University of Houston-Clear Lake  1171100       6       1025.0    0.406     0.396         0.654   3946.0     8738.0        0.712546817              13598       67975.01   
1056                     University of Houston-Downtown   361200       6        894.0    0.474     0.429         0.776   8932.0     7715.0        0.676708303              12505       59551.33   
1057                              University of Houston   365200       6       1154.0    0.384     0.400         0.597  24350.0    10881.0         0.81470245            13156.5       68874.27   
1058                            Howard Payne University   357500       6        965.0    0.437     0.706         0.853   1480.0     5590.0        0.780730897              11000       55883.95   
1059                        Huston-Tillotson University   357700       6        786.0    0.659     0.786         0.474    602.0     5440.0                0.5              15000       57117.25   
1060                   University of the Incarnate Word   357800       6        963.0    0.395     0.598         0.922   3003.0     7867.0        0.670212766              20834       59715.43   
1061                                   Lamar University   358100       6        974.0    0.429     0.516         0.791  10713.0     7791.0        0.698262243              11679       53474.77   
1062               Texas A & M International University   965100       6        905.0    0.566     0.409         0.480   2263.0     8255.0        0.721549637             9152.5       43910.56   
1063                              LeTourneau University   358400       6       1158.0    0.333     0.528         0.455   2708.0     6482.0        0.734774067              19000       63985.71   
1064                       Lubbock Christian University   358600       6       1018.0    0.354     0.787         0.961   1511.0     6295.0        0.821428571              17521       51468.15   
1065                   University of Mary Hardin-Baylor   358800       6       1047.0    0.413     0.666         0.804   2401.0     7538.0         0.80431433              16739       62566.96   
1066                                 McMurry University   359100       6        887.0    0.479     0.692         0.533   1344.0     5919.0        0.796460177              14000       52571.87   
1067                        Midwestern State University   359200       6       1002.0    0.389     0.521         0.760   5151.0     7600.0        0.777777778              13761       57712.44   
1068                          University of North Texas   359400       6       1093.0    0.364     0.556         0.701  21059.0    10381.0        0.776476666              13709       72891.36   
1069                         Northwood University-Texas   407221       6       1026.0    0.554     0.906         0.694   1014.0     7525.0        0.698630137            18494.5       64809.96   
1070                    Our Lady of the Lake University   359800       6        920.0    0.581     0.752         0.681   2233.0     6816.0        0.634844869              15000       52505.04   
1071          The University of Texas Rio Grande Valley   359900       6        924.0    0.642     0.363         0.822  11186.0     7893.0         0.68113879             7250.5       35906.70   
1072                                 Paul Quinn College   360200       6        772.0    0.996     0.996         0.599    674.0     5128.0        0.369565217               7250       52585.23   
1073                      Prairie View A & M University   363000       6        857.0    0.660     0.769         0.859   5285.0     7364.0        0.600896861              16229       57579.55   
1074                                    Rice University   360400       6       1482.0    0.155     0.167         0.160   2692.0    14946.0        0.936555891               9976       77707.58   
1075                          Saint Edward's University   362100       6       1135.0    0.348     0.552         0.775   3105.0     8262.0        0.782250686              21500       71197.81   
1076                            University of St Thomas   365400       6       1103.0    0.330     0.398         0.780   1904.0     6866.0        0.725806452              15750       71790.89   
1077                       Sam Houston State University   360600       6        997.0    0.431     0.567         0.727  10855.0     7410.0        0.763497847              15500       63900.24   
1078                               Schreiner University   361000       6        997.0    0.444     0.692         0.901    751.0     6145.0        0.690298508              14250       58273.81   
1079                              St. Mary's University   362300       6       1038.0    0.498     0.655         0.552   2618.0    10069.0        0.766778524              24000       56236.53   
1080                      Southern Methodist University   361300       6       1330.0    0.152     0.285         0.490   5662.0    11969.0        0.862559242              19000       82038.46   
1081          Southwestern Assemblies of God University   361600       6        949.0    0.543     0.764         0.280   1666.0     5318.0        0.745454546              14250       59789.49   
1082                            Southwestern University   362000       6       1168.0    0.265     0.528         0.442   1309.0     7795.0        0.926530612              23250       75446.44   
1083                  Stephen F Austin State University   362400       6       1001.0    0.416     0.584         0.616  10246.0     7365.0        0.796472185              16750       60702.32   
1084                             Texas State University   361500       6       1038.0    0.350     0.530         0.708  19412.0     7855.0        0.737024854              14000       66830.13   
1085                  Southwestern Adventist University   361900       6        904.0    0.528     0.674         0.485   1156.0     6175.0        0.704545455              14625       57388.77   
1086                          Sul Ross State University   362500       6        842.0    0.585     0.544         0.800   1990.0     5956.0        0.607843137               9139       40704.93   
1087                          Tarleton State University   363100       6        959.0    0.398     0.567         0.497   6222.0     7551.0        0.785365854              12950       55170.11   
1088                  Texas A & M University-Kingsville   363900       6        937.0    0.536     0.591         0.824   4822.0     7627.0        0.689497717              12500       45266.24   
1089             Texas A & M University-College Station   363200       6       1212.0    0.217     0.327         0.666  36229.0    10789.0        0.913114511            15259.5       67194.13   
1090               The University of Texas at Arlington   365600       6       1038.0    0.375     0.458         0.664  15449.0     8790.0        0.769555339              12000       66876.51   
1091                  The University of Texas at Austin   365800       6       1297.0    0.248     0.361         0.392  38162.0    11472.0          0.8832021              20664       72284.10   
1092                  The University of Texas at Dallas   974100       6       1265.0    0.355     0.502         0.615   6560.0    12287.0        0.809980806              13750       79361.13   
1093                 The University of Texas at El Paso   366100       6        933.0    0.588     0.442         1.000  12955.0     8628.0        0.723130841            11184.5       46777.52   
1094                   The University of Texas at Tyler  1116300       6       1059.0    0.362     0.420         0.645   2602.0     7971.0        0.801162791              12255       53622.93   
1095                         Texas Christian University   363600       6       1220.0    0.128     0.273         0.433   6675.0     9920.0             0.8872              19500       76266.48   
1096                          Texas Lutheran University   364100       6       1006.0    0.396     0.694         0.507   1460.0     6961.0        0.801916933              19875       65468.32   
1097       The University of Texas of the Permian Basin   993000       6        965.0    0.231     0.212         0.845   1642.0     7630.0        0.788235294               7750       47475.29   
1098             The University of Texas at San Antonio  1011500       6       1043.0    0.440     0.506         0.780  16026.0     9387.0        0.748636265              14795       63798.29   
1099                          Texas Southern University   364200       6        817.0    0.640     0.675         0.509   5124.0     7552.0        0.484069887              14000       53781.71   
1100                              Texas Tech University   364400       6       1134.0    0.281     0.464         0.631  20518.0     9058.0        0.857751064              15700       65284.89   
1101                          Texas Wesleyan University   364500       6       1003.0    0.426     0.517         0.460   2015.0     7261.0        0.575163399              15000       62890.39   
1102                           Texas Woman's University   364600       6        941.0    0.454     0.535         0.859   4476.0     8208.0        0.770623743              14152       69739.20   
1103                                 Trinity University   364700       6       1294.0    0.169     0.548         0.480   2356.0    10269.0        0.953658537              21251       78650.29   
1104                         Wayland Baptist University   366300       6        911.0    0.355     0.446         0.987   4634.0     4810.0        0.773480663              12500       52818.65   
1105                        West Texas A & M University   366500       6        971.0    0.393     0.516         0.669   5623.0     7573.0        0.794661191              12000       51385.91   
1106                     Brigham Young University-Provo   367000       7       1290.0    0.372     0.180         0.480  29688.0    10331.0        0.905792045               8500       64914.81   
1107                    Brigham Young University-Hawaii   160600       8       1098.0    0.240     0.170         0.356   2353.0     8801.0        0.869281046               5500       69190.39   
1108                           Southern Utah University   367800       7       1078.0    0.383     0.513         0.721   5729.0     6183.0        0.884210526               7250       55546.63   
1109                              Utah State University   367700       7       1084.0    0.368     0.334         0.967  17903.0     8652.0        0.904179409               8000       60534.36   
1110                                 University of Utah   367500       7       1130.0    0.299     0.335         0.814  19718.0     9971.0        0.869042851              12000       69474.52   
1111                                Westminster College   368100       7       1124.0    0.239     0.457         0.960   1878.0     8363.0        0.902152642              18500       70649.66   
1112                               Castleton University   368300       1        959.0    0.359     0.754         0.968   1480.0     6342.0        0.892787524              19500       61392.97   
1113                                  Champlain College   368400       1       1156.0    0.225     0.579         0.662   2530.0     8227.0        0.918803419              19500       72226.81   
1114                              Johnson State College   368800       1        975.0    0.503     0.711         0.952   1361.0     6942.0        0.779069767              16038       60809.44   
1115                               Lyndon State College   368900       1        937.0    0.391     0.719         0.985   1188.0     6114.0        0.808383234            15956.5       58494.41   
1116                                 Middlebury College   369100       1       1383.0    0.133     0.247         0.174   2292.0    10741.0        0.900355872              14736       77169.17   
1117                           Southern Vermont College   369300       1        894.0    0.554     0.844         0.631    455.0     5344.0  PrivacySuppressed              22143       60680.57   
1118                              University of Vermont   369600       1       1211.0    0.174     0.445         0.709   8618.0     9807.0        0.925672595              17750       74257.05   
1119                                 Averett University   370200       5        913.0    0.516     0.772         0.605   1707.0     5951.0         0.69456067              17708       58009.31   
1120                                  Bluefield College   370300       5        923.0    0.495     0.746         0.933    820.0     4828.0        0.677595628              13460       55033.82   
1121                                Bridgewater College   370400       5       1034.0    0.272     0.723         0.493   1223.0     6430.0        0.921409214              21500       65460.25   
1122                        College of William and Mary   370500       5       1353.0    0.111     0.275         0.345   5585.0    11066.0        0.913306452              18500       83534.79   
1123                                  Regent University  3091300       5       1051.0    0.472     0.743         0.841     13.0     7528.0        0.634686347              11145       64029.38   
1124                     Christopher Newport University   370600       5       1155.0    0.152     0.495         0.601   5101.0     8263.0        0.900347625              20500       79798.80   
1125                              Emory & Henry College   370900       5        980.0    0.385     0.738         0.764    975.0     6243.0        0.907834101              18125       53554.30   
1126                       Eastern Mennonite University   370800       5       1009.0    0.330     0.747         0.617   1086.0     6003.0        0.927350427              15000       59648.45   
1127                                     Ferrum College   371100       5        881.0    0.571     0.904         0.729    914.0     6037.0        0.838235294              15000       59937.19   
1128                            George Mason University   374900       5       1153.0    0.266     0.443         0.689  15185.0    10612.0        0.869641809              16000       95275.15   
1129                             Hampden-Sydney College   371300       5       1112.0    0.198     0.607         0.548    976.0     8091.0        0.862745098              22160       68823.49   
1130                                 Hampton University   371400       5       1020.0    0.386     0.673         0.690   4891.0     6256.0        0.621112158              21500       65714.12   
1131                                 Hollins University   371500       5       1124.0    0.460     0.701         0.610    806.0     6796.0        0.708333333              19000       65801.00   
1132                           James Madison University   372100       5       1134.0    0.146     0.391         0.726  14280.0     8315.0        0.935210312              18015       81580.49   
1133                                 Liberty University  2053000       5       1070.0    0.499     0.666         0.216   5403.0     4594.0        0.748647024              12500       62401.61   
1134                                Longwood University   371900       5        985.0    0.232     0.541         0.789   3387.0     7258.0        0.916067146              19331       69841.16   
1135                                  Lynchburg College   372000       5       1014.0    0.327     0.687         0.694   1748.0     7337.0        0.793650794              22500       73876.57   
1136                            Mary Baldwin University   372300       5       1009.0    0.579     0.829         0.971   1388.0     6689.0        0.721068249              18750       62187.09   
1137                      University of Mary Washington   374600       5       1110.0    0.167     0.445         0.827   4103.0     7683.0        0.913862719              15000       83782.23   
1138                               Marymount University   372400       5        999.0    0.271     0.571         0.685   2004.0     8249.0        0.866438356              20832       89815.48   
1139                           Norfolk State University   376500       5        808.0    0.630     0.763         0.789   5890.0     7907.0        0.420982736              24772       56695.39   
1140                            Old Dominion University   372800       5       1020.0    0.365     0.568         0.831  12786.0     8963.0        0.705342903              16221       63797.48   
1141                             Randolph-Macon College   373300       5       1098.0    0.239     0.670         0.664   1171.0     8001.0        0.889344262              24250       76295.38   
1142                                   Randolph College   373400       5       1014.0    0.290     0.643         0.805    741.0     7731.0               0.78              19000       68832.25   
1143                             University of Richmond   374400       5       1337.0    0.182     0.391         0.311   3652.0    11913.0        0.828096118              19500       83716.34   
1144                                    Roanoke College   373600       5       1092.0    0.255     0.677         0.725   1677.0     7447.0        0.889108911              23250       74630.57   
1145                              Shenandoah University   373700       5       1005.0    0.254     0.774         0.820   1339.0     7604.0        0.744680851              19500       74666.57   
1146                                Sweet Briar College   374200       5       1098.0    0.284     0.519         0.949    749.0     6905.0         0.81300813            12594.5       72916.57   
1147       The University of Virginia's College at Wise   374700       5        942.0    0.402     0.416         0.769   1447.0     5397.0        0.834782609              12000       48782.99   
1148  Virginia Polytechnic Institute and State Unive...   375400       5       1210.0    0.172     0.423         0.734  21428.0    10882.0        0.890760347              21500       77607.85   
1149                   Virginia Commonwealth University   373500       5       1097.0    0.286     0.514         0.790  16505.0     8788.0        0.703014417              18750       72221.80   
1150                 University of Virginia-Main Campus   374500       5       1364.0    0.127     0.259         0.298  13712.0    13262.0        0.908944831              17250       79524.13   
1151                        Virginia Military Institute   375300       5       1139.0    0.141     0.476         0.528   1300.0     7605.0        0.938461539              21500       73425.96   
1152                          Virginia State University   376400       5        857.0    0.721     0.837         0.770   3473.0     7291.0        0.514592934              21500       59119.77   
1153                          Virginia Union University   376600       5        772.0    0.739     0.890         0.490   1241.0     5660.0        0.424242424              16500       59784.74   
1154                          Virginia Wesleyan College   376700       5        982.0    0.403     0.710         0.925   1421.0     7700.0        0.811912226              17750       71508.51   
1155                      Washington and Lee University   376800       5       1395.0    0.095     0.220         0.239   1705.0    12611.0  PrivacySuppressed              19500       80995.13   
1156                      Central Washington University   377100       8        978.0    0.351     0.504         0.816   7603.0     7781.0        0.724137931              15000       63170.67   
1157                      Eastern Washington University   377500       8        970.0    0.375     0.659         0.821   7567.0     8178.0        0.851960784              15000       56952.77   
1158                        The Evergreen State College   815500       8       1067.0    0.454     0.522         0.979   3901.0     7927.0        0.683050848              13168       63843.36   
1159                                 Gonzaga University   377800       8       1205.0    0.168     0.487         0.735   3019.0     8849.0        0.922572179              23500       67848.44   
1160                               Northwest University   378300       8        996.0    0.380     0.748         0.637   1039.0     6297.0        0.863387978              13000       71872.75   
1161                        Pacific Lutheran University   378500       8       1117.0    0.323     0.578         0.755   3247.0     7398.0        0.888888889              21800       65366.76   
1162                          Saint Martin's University   379400       8       1047.0    0.337     0.497         0.931   1100.0     6005.0        0.783783784              20795       61347.58   
1163                         Seattle Pacific University   378800       8       1145.0    0.299     0.642         0.816   2692.0     8595.0        0.905660377              21500       72206.46   
1164                                 Seattle University   379000       8       1192.0    0.204     0.504         0.730   3303.0     8822.0        0.836041359              20500       70785.55   
1165                             Walla Walla University   379900       8       1062.0    0.303     0.584         0.564   1580.0     5164.0        0.814516129              20288       59374.31   
1166                        Washington State University   380000       8       1039.0    0.343     0.490         0.796   4224.0     9589.0        0.863066202            14976.5       63710.00   
1167            University of Washington-Seattle Campus   379800       8       1223.0    0.238     0.299         0.562  25987.0    11818.0        0.846880907              13125       69752.40   
1168                      Western Washington University   380200       8       1114.0    0.259     0.467         0.824  11564.0     8648.0        0.809911745              15000       66707.46   
1169                                    Whitman College   380300       8       1314.0    0.101     0.479         0.427   1424.0     8832.0  PrivacySuppressed              15750       70542.39   
1170                       Alderson Broaddus University   380600       5        980.0    0.478     0.915         0.537    693.0     5017.0         0.81920904              11000       44559.33   
1171                          Appalachian Bible College   754400       5       1012.0    0.410     0.224         0.475    302.0     3071.0  PrivacySuppressed               8750       52011.41   
1172                                    Bethany College   380800       5        907.0    0.477     0.834         0.702    750.0     5800.0        0.851485149              18500       53018.22   
1173                            Bluefield State College   380900       5        934.0    0.566     0.584         0.769   2648.0     6042.0         0.63963964              11444       36594.82   
1174                           University of Charleston   381800       5        994.0    0.382     0.616         0.524   1035.0     6329.0        0.816901409              12750       50707.64   
1175                                 Concord University   381000       5        994.0    0.497     0.751         0.849   3048.0     6273.0        0.776357828            12169.5       41360.98   
1176                             Davis & Elkins College   381100       5        928.0    0.410     0.643         0.585    668.0     5534.0        0.717241379              14250       46441.47   
1177                          Fairmont State University   381200       5        962.0    0.503     0.711         0.648   6496.0     6328.0        0.649942988              12500       42179.08   
1178                            Glenville State College   381300       5        913.0    0.364     0.405         0.725   2126.0     5949.0        0.568807339              11000       38830.31   
1179                                Marshall University   381500       5       1028.0    0.435     0.586         0.879  11621.0     7012.0        0.643231114              14250       45141.01   
1180  Potomac State College of West Virginia University   382711       5       1073.0    0.536     0.556         0.844   1109.0     5627.0        0.821509263              15000       57483.60   
1181                                Shepherd University   382200       5        995.0    0.333     0.550         0.899   4703.0     6651.0        0.709269663              13750       62744.63   
1182                     West Virginia State University   382600       5        927.0    0.443     0.519         0.941   4824.0     6056.0         0.53221957              11100       48790.55   
1183                            West Liberty University   382300       5        984.0    0.387     0.591         0.721   2606.0     6391.0        0.700288184              17000       46862.00   
1184                     West Virginia Wesleyan College   383000       5       1015.0    0.349     0.672         0.772   1581.0     5752.0        0.853281853              15000       54372.93   
1185                           West Virginia University   382700       5       1073.0    0.256     0.523         0.844  15463.0     9389.0        0.821509263              15000       57483.60   
1186                         Wheeling Jesuit University   383100       5       1032.0    0.245     0.664         0.607   1264.0     5958.0        0.886792453              18440       49606.73   
